appid,name,header_image,website,release_date,is_free,price,currency,about_the_game,short_description,detailed_description,dlc_count,achievements,recommendations,windows,mac,linux,metacritic_score,metacritic_url,support_url,support_email,interface_languages,audio_languages,developers,publishers,category_ids,category_descriptions,genre_ids,genre_descriptions
1510,Uplink,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1510/header.jpg?t=1739068939,http://www.uplink.co.uk/,2006-08-23,False,11.79,EUR,"In Uplink, play as a freelance hacker taking on high-stakes contracts. Hack into secure systems, steal data, sabotage rivals, and manipulate evidence. Choose to support factions or go rogue, upgrading your tools and skills with each mission. As you navigate this world of cyber espionage, your choices have lasting consequences, influencing the direction of the story and your place within it.As a freelance hacker, you'll infiltrate high-security systems, steal corporate data, sabotage rivals, and frame others for cybercrimes. Success hinges on mastering tools like password crackers and log modifiers while evading detection by bouncing connections and erasing tracks.In Uplink, progression and upgrades drive your rise from rookie hacker to cyber-espionage expert. Earn credits by completing contracts, then invest in faster CPUs, advanced software, and powerful tools to take on tougher missions. As your skills grow, so do the stakes, creating a thrilling loop of challenge and reward that keeps the gameplay endlessly engaging.Your choices shape the story and the world around you. You can align with rival corporations, support one side, or remain neutral, each path influencing your missions and alliances. Alternatively, you can focus entirely on freelance hacking, building your reputation and wealth. Your decisions lead to different outcomes, making every playthrough unique and ensuring a dynamic, replayable experience.Introversion Software has been developing games since 2001, and stands behind acclaimed titles like Uplink, Defcon, Darwinia, Multiwinia, Prison Architect, Scanner Sombre, and their latest release, The Last Starship. Introversion has garnered both critical and commercial success being recognised with multiple awards including the IGF grand prize for Darwinia and BAFTA for best persistent game (Prison Architect). They have sold more than 4M copies of their games worldwide.","Uplink lets you play as a freelance hacker tackling risky contracts for corporations. Break into systems, steal data, sabotage rivals, and upgrade your gear. Support factions or go rogue in this immersive, strategy-driven hacking simulation game where your choices shape the outcome.","In Uplink, play as a freelance hacker taking on high-stakes contracts. Hack into secure systems, steal data, sabotage rivals, and manipulate evidence. Choose to support factions or go rogue, upgrading your tools and skills with each mission. As you navigate this world of cyber espionage, your choices have lasting consequences, influencing the direction of the story and your place within it.As a freelance hacker, you'll infiltrate high-security systems, steal corporate data, sabotage rivals, and frame others for cybercrimes. Success hinges on mastering tools like password crackers and log modifiers while evading detection by bouncing connections and erasing tracks.In Uplink, progression and upgrades drive your rise from rookie hacker to cyber-espionage expert. Earn credits by completing contracts, then invest in faster CPUs, advanced software, and powerful tools to take on tougher missions. As your skills grow, so do the stakes, creating a thrilling loop of challenge and reward that keeps the gameplay endlessly engaging.Your choices shape the story and the world around you. You can align with rival corporations, support one side, or remain neutral, each path influencing your missions and alliances. Alternatively, you can focus entirely on freelance hacking, building your reputation and wealth. Your decisions lead to different outcomes, making every playthrough unique and ensuring a dynamic, replayable experience.Introversion Software has been developing games since 2001, and stands behind acclaimed titles like Uplink, Defcon, Darwinia, Multiwinia, Prison Architect, Scanner Sombre, and their latest release, The Last Starship. Introversion has garnered both critical and commercial success being recognised with multiple awards including the IGF grand prize for Darwinia and BAFTA for best persistent game (Prison Architect). They have sold more than 4M copies of their games worldwide.",0,0,1769,True,True,True,75,https://www.metacritic.com/game/pc/uplink-hacker-elite?ftag=MCD-06-10aaa1f,,,English,,Introversion Software,Introversion Software,"2, 62","Single-player, Family Sharing","23, 2","Indie, Strategy"
1520,DEFCON,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1520/header.jpg?t=1739091415,http://www.everybody-dies.com/,2006-09-29,False,11.79,EUR,"DEFCON, inspired by the 1983 cult classic Wargames, is a Cold War-era strategy game simulating global thermonuclear war. Hidden in an underground bunker, your goal is to annihilate enemy populations while protecting your own. Fragile alliances and betrayals shape the high-stakes gameplay, as every attack exposes you to retaliation. With its minimalist interface, DEFCON tracks death tolls in real-time, blending psychological tension with strategic depth. In nuclear Armageddon, everybody loses. You just have to lose the least.Experience the chilling reality of global thermonuclear war in DEFCON. Position submarines, silos, and air defenses to engage in strategic nuclear exchanges. Every attack reveals your own vulnerabilities, making each decision a high-stakes gamble. The minimalist, military-style interface, and chilling soundscape heightens the tension.DEFCON shines in multiplayer, where alliances are forged and broken in a heartbeat. Engage in brinkmanship, balancing aggression with self-preservation, to avoid triggering total nuclear war. The ultimate goal: ensure you lose the least, as paranoia and betrayal dominate every moment.DEFCON doesn’t just simulate war — it emphasizes its devastating cost. Real-time death tolls track the human impact as cities are obliterated and the globe plunges into darkness.DEFCON was the 3rd major game from acclaimed indie developer, Introversion Software, which then went onto to develop the BAFTA winning game, Prison Architect.Introversion Software has been developing games since 2001, and stands behind acclaimed titles like Uplink, Darwinia, Multiwinia, Prison Architect, Scanner Sombre, and their latest release, The Last Starship. Introversion has garnered both critical and commercial success being recognised with multiple awards including the IGF grand prize for Darwinia and BAFTA for best persistent game (Prison Architect). They have sold more than 4M copies of their games worldwide.","Inspired by the 1983 cult classic film, Wargames, DEFCON superbly evokes the tension, paranoia and suspicion of the Cold War era, playing on the fascinating aspects of psychological gameplay that occur during strategic nuclear warfare.","DEFCON, inspired by the 1983 cult classic Wargames, is a Cold War-era strategy game simulating global thermonuclear war. Hidden in an underground bunker, your goal is to annihilate enemy populations while protecting your own. Fragile alliances and betrayals shape the high-stakes gameplay, as every attack exposes you to retaliation. With its minimalist interface, DEFCON tracks death tolls in real-time, blending psychological tension with strategic depth. In nuclear Armageddon, everybody loses. You just have to lose the least.Experience the chilling reality of global thermonuclear war in DEFCON. Position submarines, silos, and air defenses to engage in strategic nuclear exchanges. Every attack reveals your own vulnerabilities, making each decision a high-stakes gamble. The minimalist, military-style interface, and chilling soundscape heightens the tension.DEFCON shines in multiplayer, where alliances are forged and broken in a heartbeat. Engage in brinkmanship, balancing aggression with self-preservation, to avoid triggering total nuclear war. The ultimate goal: ensure you lose the least, as paranoia and betrayal dominate every moment.DEFCON doesn’t just simulate war — it emphasizes its devastating cost. Real-time death tolls track the human impact as cities are obliterated and the globe plunges into darkness.DEFCON was the 3rd major game from acclaimed indie developer, Introversion Software, which then went onto to develop the BAFTA winning game, Prison Architect.Introversion Software has been developing games since 2001, and stands behind acclaimed titles like Uplink, Darwinia, Multiwinia, Prison Architect, Scanner Sombre, and their latest release, The Last Starship. Introversion has garnered both critical and commercial success being recognised with multiple awards including the IGF grand prize for Darwinia and BAFTA for best persistent game (Prison Architect). They have sold more than 4M copies of their games worldwide.",0,22,3459,True,True,True,84,https://www.metacritic.com/game/pc/defcon-everybody-dies?ftag=MCD-06-10aaa1f,http://support.introversion.co.uk/,,"English, French, German, Italian, Spanish - Spain",,Introversion Software,Introversion Software,"2, 1, 49, 36, 47, 9, 38, 48, 27, 22, 62","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Family Sharing","23, 2","Indie, Strategy"
1530,Multiwinia,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1530/header.jpg?t=1739429210,http://www.introversion.co.uk/multiwinia/,2008-09-19,False,11.79,EUR,"Multiwinia is a fast-paced, retro-inspired RTS that combines arcade action with strategic depth. Lead armies of Multiwinians in thrilling multiplayer battles across 50 unique maps, with modes like Domination and King of the Hill. Featuring simple controls, dynamic gameplay, and unpredictable events, it offers endless fun and challenge for players of all skill levels.Multiwinia delivers fast-paced multiplayer battles in exciting game modes like Domination and King of the Hill. Command your army of Multiwinians in strategic conflicts where quick thinking and rapid execution matter. Whether teaming up with friends or competing against rivals, each session offers new challenges, with 50 maps and customizable match settings to keep the action fresh.Dive into a world of vibrant colors and retro-inspired, polygon-based graphics that create a striking digital environment. The beautifully crafted visuals are complemented by random events, like power-up crates and monstrous surprises, which add unpredictability to every match and keep things exciting and fresh.Multiwinia offers intuitive controls, allowing you to command large armies without complex menus. The blend of classic RTS and arcade-style excitement keeps the gameplay fast, strategic, and fun. Every move counts, delivering thrilling action as you outsmart and outmaneuver your opponents.Introversion Software has been developing games since 2001, and stands behind acclaimed titles like Uplink, Defcon, Darwinia, Multiwinia, Prison Architect, Scanner Sombre, and their latest release, The Last Starship. Introversion has garnered both critical and commercial success being recognised with multiple awards including the IGF grand prize for Darwinia and BAFTA for best persistent game (Prison Architect). They have sold more than 4M copies of their games worldwide.","Multiwinia is a fast-paced, retro-inspired RTS that blends arcade action with strategic depth. Command armies of Multiwinians in multiplayer battles across vibrant, nostalgic environments. With simple controls and dynamic gameplay, it offers endless fun and challenge for players of all skill levels.","Multiwinia is a fast-paced, retro-inspired RTS that combines arcade action with strategic depth. Lead armies of Multiwinians in thrilling multiplayer battles across 50 unique maps, with modes like Domination and King of the Hill. Featuring simple controls, dynamic gameplay, and unpredictable events, it offers endless fun and challenge for players of all skill levels.Multiwinia delivers fast-paced multiplayer battles in exciting game modes like Domination and King of the Hill. Command your army of Multiwinians in strategic conflicts where quick thinking and rapid execution matter. Whether teaming up with friends or competing against rivals, each session offers new challenges, with 50 maps and customizable match settings to keep the action fresh.Dive into a world of vibrant colors and retro-inspired, polygon-based graphics that create a striking digital environment. The beautifully crafted visuals are complemented by random events, like power-up crates and monstrous surprises, which add unpredictability to every match and keep things exciting and fresh.Multiwinia offers intuitive controls, allowing you to command large armies without complex menus. The blend of classic RTS and arcade-style excitement keeps the gameplay fast, strategic, and fun. Every move counts, delivering thrilling action as you outsmart and outmaneuver your opponents.Introversion Software has been developing games since 2001, and stands behind acclaimed titles like Uplink, Defcon, Darwinia, Multiwinia, Prison Architect, Scanner Sombre, and their latest release, The Last Starship. Introversion has garnered both critical and commercial success being recognised with multiple awards including the IGF grand prize for Darwinia and BAFTA for best persistent game (Prison Architect). They have sold more than 4M copies of their games worldwide.",0,12,409,True,True,False,76,https://www.metacritic.com/game/pc/multiwinia-survival-of-the-flattest?ftag=MCD-06-10aaa1f,,,"English, French, Italian, German, Spanish - Spain",,Introversion Software,Introversion Software,"2, 1, 49, 36, 47, 9, 38, 48, 22, 62","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Family Sharing",23,Indie
1600,Dangerous Waters,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1600/header.jpg?t=1759951459,http://www.scs-dangerouswaters.com/,2006-02-07,False,4.9,EUR,"S.C.S. - Dangerous Waters allows you total control over multiple air, surface, and submarine platforms in a modern-day naval environment. Take direct control of individual crew stations and also plan and execute combined arms naval strategies from a top-down 'Commanders Eye' perspective.","S.C.S. - Dangerous Waters allows you total control over multiple air, surface, and submarine platforms in a modern-day naval environment. Take direct control of individual crew stations and also plan and execute combined arms naval strategies from a top-down 'Commanders Eye' perspective.","S.C.S. - Dangerous Waters allows you total control over multiple air, surface, and submarine platforms in a modern-day naval environment. Take direct control of individual crew stations and also plan and execute combined arms naval strategies from a top-down 'Commanders Eye' perspective.",0,0,352,True,False,False,82,https://www.metacritic.com/game/pc/dangerous-waters?ftag=MCD-06-10aaa1f,http://strategyfirst.com/products/support.html,,English,,Sonalysts,Strategy First,"2, 1, 62","Single-player, Multi-player, Family Sharing",2,Strategy
1610,Space Empires IV Deluxe,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1610/header.jpg?t=1759953528,,2006-02-07,False,3.99,EUR,"The award-winning Space Empires IV Deluxe is the latest edition in the Space Empires series. A grand strategy title in the space 4X (explore, expand, exploit, and exterminate) genre, Space Empires has already found a place in the heart of strategy gamers everywhere. Research technology, design new ships, wage war on a tactical level, put down rebellions, meet and greet new species, and much more. All the level and campaign design tools are included, allowing anyone to become a part of the expansive Space Empires Mod community.","The award-winning Space Empires IV Deluxe is the latest edition in the Space Empires series. A grand strategy title in the space 4X (explore, expand, exploit, and exterminate) genre, Space Empires has already found a place in the heart of strategy gamers everywhere.","The award-winning Space Empires IV Deluxe is the latest edition in the Space Empires series. A grand strategy title in the space 4X (explore, expand, exploit, and exterminate) genre, Space Empires has already found a place in the heart of strategy gamers everywhere. Research technology, design new ships, wage war on a tactical level, put down rebellions, meet and greet new species, and much more. All the level and campaign design tools are included, allowing anyone to become a part of the expansive Space Empires Mod community.",0,0,260,True,False,False,79,http://www.metacritic.com/game/pc/space-empires-iv?ftag=MCD-06-10aaa1f,,,English,,Malfador Machinations,Strategy First,"2, 1, 62","Single-player, Multi-player, Family Sharing",2,Strategy
1620,Jagged Alliance 2 Gold,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1620/header.jpg?t=1764098252,http://www.jaggedalliance2.com/,2006-07-06,False,19.99,EUR,"The small country of Arulco has been taken over by a merciless dictator - and only you can loosen the iron grip! Jagged Alliance 2 Gold Pack immerses you into an elaborate role-playing universe where you will interact with more than 150 characters, recruit your own band of soldiers and create your own custom mercenary to win back Arulco - not once, but twice! The perfect blend of strategy, role playing and tactical combat!Jagged Alliance 2: Gold includes the original Jagged Alliance 2 and the Unfinished Business Expansion Pack!","The small country of Arulco has been taken over by a merciless dictator - and only you can loosen the iron grip! Jagged Alliance 2 Gold Pack immerses you into an elaborate role-playing universe where you will interact with more than 150 characters, recruit your own band of soldiers and create your own custom mercenary to win...","The small country of Arulco has been taken over by a merciless dictator - and only you can loosen the iron grip! Jagged Alliance 2 Gold Pack immerses you into an elaborate role-playing universe where you will interact with more than 150 characters, recruit your own band of soldiers and create your own custom mercenary to win back Arulco - not once, but twice! The perfect blend of strategy, role playing and tactical combat!Jagged Alliance 2: Gold includes the original Jagged Alliance 2 and the Unfinished Business Expansion Pack!",0,0,0,True,False,False,,,,,English,,Sir-Tech,Strategy First,"2, 62","Single-player, Family Sharing",2,Strategy
1630,Disciples II: Rise of the Elves ,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1630/18139052d97557c6f452b045a169b31c17890675/header.jpg?t=1764279401,http://www.disciples2.com/D2/elves/,2006-07-06,False,5.89,EUR,"The award-winning series Disciples introduced a milestone in the game's very successful history; the introduction of a new race: The Elves. The Elven Race added a new dimension to the game and added countless hours of gameplay. Now that series has expanded further with Disciples II: Rise Of The Elves. This version features all of the campaigns found in the original and a brand new campaign that continues the storyline of the Elven Race. It also includes 14 new skirmish maps to test hone your skills. Key features New campaign that continues the Elven Storyline 14 new skirmish maps to test gamer's skills 5 playable races to choose from; the Empire; the Undead Hordes, the Mountain Clans, the Legions of the Damned, and the Elven Alliance The Elven tech tree allows players to choose between Noble or Wild Elves increasing replayability Over 200 individually animated unit types and over 100 different spells Scenario editor to create your own adventures Battle friends and enemies in multiplayer over LAN, Internet or Hot-Seat play",The award-winning series Disciples introduced a milestone in the game's very successful history; the introduction of a new race: The Elves. The Elven Race added a new dimension to the game and added countless hours of gameplay. Now that series has expanded further with Disciples II: Rise Of The Elves.,"The award-winning series Disciples introduced a milestone in the game's very successful history; the introduction of a new race: The Elves. The Elven Race added a new dimension to the game and added countless hours of gameplay. Now that series has expanded further with Disciples II: Rise Of The Elves. This version features all of the campaigns found in the original and a brand new campaign that continues the storyline of the Elven Race. It also includes 14 new skirmish maps to test hone your skills. Key features New campaign that continues the Elven Storyline 14 new skirmish maps to test gamer's skills 5 playable races to choose from; the Empire; the Undead Hordes, the Mountain Clans, the Legions of the Damned, and the Elven Alliance The Elven tech tree allows players to choose between Noble or Wild Elves increasing replayability Over 200 individually animated unit types and over 100 different spells Scenario editor to create your own adventures Battle friends and enemies in multiplayer over LAN, Internet or Hot-Seat play",0,0,1270,True,False,False,80,https://www.metacritic.com/game/pc/disciples-ii-rise-of-the-elves?ftag=MCD-06-10aaa1f,,,English,,Strategy First,Strategy First,"2, 1, 9, 62","Single-player, Multi-player, Co-op, Family Sharing",2,Strategy
1640,Disciples II: Gallean's Return,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1640/header.jpg?t=1759955914,http://www.disciples2.com/D2/elves/,2006-07-06,False,5.89,EUR,"Disciples II: Gallean's Return is a compilation edition that includes the base game, Disciples II: Dark Prophecy, plus the two standalone expansions Disciples II: Guardians of the Light and Disciples II: Servants of the Dark. Disciples II: Guardians of the Light is a stand-alone expansion that lets you dive into the fantastical world of Disciples II as either the Empire or the Mountain Clans. The Empire is decaying from within as self-proclaimed rulers struggle for control of the now vacant throne while a cruel Inquisition sweeps across the human lands, causing rebellion and misery. Meanwhile the Clans, recovering from their near-destruction, begin to reunite their tribes. They have received divine instructions and now seek to uncover an ancient ritual that will let them communicate with their god, Wotan. Disciples II: Servants of the Dark is a stand-alone expansion that brings you into the never-ending quest for supremacy as either the Undead Hordes or the Legions of the Damned. On the dark side, the Legions of the Damned enact a plan to spread Bethrezen’s plague across Nevendaar. They sense the threat brought about by the rebirth of the Elven god and will stop at nothing to steal this power for their own purposes. Perhaps most pivotal to the conflict, however, is Mortis and her army of Undead Hordes. After all, the rebirth of her husband Gallean was her doing. He had rejected her for what she had become, a twisted, heartless beast. Now she would teach her mate a lesson... one that would scar his people for eternity... Features Random map generator Multiple resolution support High level unit AI support Improved computer AI Improved editor Improved UI Auto-Resolve Combat mode Player can capture capitals Direct 3D support for improved performance Enhanced chat interface Support for large maps, 120x120 and 144x144 All the updates for Disciples II: Dark Prophecy 2 new high-level mini campaigns and original Disciples II campaigns 16 skirmish/multiplayer maps including 10 never-before-seen maps 3 new special characters New capital backgrounds New battle backgrounds Four new music tracks Exclusive portfolio containing original concept art and sketches","Disciples II: Gallean's Return is a compilation edition that includes the base game, Disciples II: Dark Prophecy, plus the two standalone expansions Disciples II: Guardians of the Light and Disciples II: Servants of the Dark.","Disciples II: Gallean's Return is a compilation edition that includes the base game, Disciples II: Dark Prophecy, plus the two standalone expansions Disciples II: Guardians of the Light and Disciples II: Servants of the Dark. Disciples II: Guardians of the Light is a stand-alone expansion that lets you dive into the fantastical world of Disciples II as either the Empire or the Mountain Clans. The Empire is decaying from within as self-proclaimed rulers struggle for control of the now vacant throne while a cruel Inquisition sweeps across the human lands, causing rebellion and misery. Meanwhile the Clans, recovering from their near-destruction, begin to reunite their tribes. They have received divine instructions and now seek to uncover an ancient ritual that will let them communicate with their god, Wotan. Disciples II: Servants of the Dark is a stand-alone expansion that brings you into the never-ending quest for supremacy as either the Undead Hordes or the Legions of the Damned. On the dark side, the Legions of the Damned enact a plan to spread Bethrezen’s plague across Nevendaar. They sense the threat brought about by the rebirth of the Elven god and will stop at nothing to steal this power for their own purposes. Perhaps most pivotal to the conflict, however, is Mortis and her army of Undead Hordes. After all, the rebirth of her husband Gallean was her doing. He had rejected her for what she had become, a twisted, heartless beast. Now she would teach her mate a lesson... one that would scar his people for eternity... Features Random map generator Multiple resolution support High level unit AI support Improved computer AI Improved editor Improved UI Auto-Resolve Combat mode Player can capture capitals Direct 3D support for improved performance Enhanced chat interface Support for large maps, 120x120 and 144x144 All the updates for Disciples II: Dark Prophecy 2 new high-level mini campaigns and original Disciples II campaigns 16 skirmish/multiplayer maps including 10 never-before-seen maps 3 new special characters New capital backgrounds New battle backgrounds Four new music tracks Exclusive portfolio containing original concept art and sketches",0,0,1471,True,False,False,84,https://www.metacritic.com/game/pc/disciples-ii-dark-prophecy?ftag=MCD-06-10aaa1f,,,English,,Strategy First,Strategy First,"2, 1, 9, 62","Single-player, Multi-player, Co-op, Family Sharing",2,Strategy
1670,Iron Warriors: T-72 Tank Command ,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1670/68fa2dd65f58717b9e593c04f0f92d51d58020cd/header.jpg?t=1775918963,,2006-07-26,False,5.89,EUR,"The most devastating mechanized armor to ever roll onto a battlefield is brought to life in Iron Warriors: T72-Tank Command. This epic combat simulator allows the player to command an entire platoon of tanks and ALL associated support units, or assume the role of ANY member in a complete tank crew!The realism of both the physics and 3D engine creates game environments where real life armored tactic become the only way to survive on the today's modern battlefield! Three of Russia's most devastating and powerful tanks ever produced are yours to control; the T - 34-85, T-55A and T-72B! Roll these mechanized monsters through 18 campaigns, 2 training missions, 5 single player missions and 3 multiplayer (LAN) missions. Master your tank and crew and you will soon take command of other units that round out your mechanized platoon. Cooperative multi-player support allows gamers to team up as a tank crew and play different positions within the same tank! Roll into battle on some of the most realistic terrain maps ever modeled; real weather, destructible terrain and detailed models. Ballistics models take into effect: wind, shell, aerodynamic flight characteristics, barrel wear and droop! Powerful mission editor, map editor, and structure editor included; modify existing content or create your own.",The most devastating mechanized armor to ever roll onto a battlefield is brought to life in Iron Warriors: T72-Tank Command.,"The most devastating mechanized armor to ever roll onto a battlefield is brought to life in Iron Warriors: T72-Tank Command. This epic combat simulator allows the player to command an entire platoon of tanks and ALL associated support units, or assume the role of ANY member in a complete tank crew!The realism of both the physics and 3D engine creates game environments where real life armored tactic become the only way to survive on the today's modern battlefield! Three of Russia's most devastating and powerful tanks ever produced are yours to control; the T - 34-85, T-55A and T-72B! Roll these mechanized monsters through 18 campaigns, 2 training missions, 5 single player missions and 3 multiplayer (LAN) missions. Master your tank and crew and you will soon take command of other units that round out your mechanized platoon. Cooperative multi-player support allows gamers to team up as a tank crew and play different positions within the same tank! Roll into battle on some of the most realistic terrain maps ever modeled; real weather, destructible terrain and detailed models. Ballistics models take into effect: wind, shell, aerodynamic flight characteristics, barrel wear and droop! Powerful mission editor, map editor, and structure editor included; modify existing content or create your own.",0,0,269,True,False,False,56,https://www.metacritic.com/game/pc/iron-warriors-t-72-tank-command?ftag=MCD-06-10aaa1f,,,"English, French, Italian, German, Spanish - Spain, Polish, Russian","English, Polish, Russian",Crazy House,Strategy First,"2, 1, 62","Single-player, Multi-player, Family Sharing","1, 28, 2","Action, Simulation, Strategy"
1690,Space Empires V,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1690/header.jpg?t=1759953536,,2006-10-16,False,3.99,EUR,"Space Empires V is the latest edition in the Space Empires series. This new chapter completely updates the UI and takes the player into a real-time rendered 3D universe. Watch space battles played out in glorious detail and realistic effects. Expand, Explore, Exploit, and Exterminate in a huge living breathing galaxy. New features abound with political alliances between multiple empires, a top-down ship design system, a hexagonal movement grid, and many more. Due to player demand, the game is completely 'moddable' and even adds a scriptable AI system to the mix. Space Empires V boldly takes the next step in the genre of space strategy 24 bit 3D real-time rendered graphics. Detailed Tactical Combat (and a combat simulator to test your designs!). New vehicle types and sizes: Ships, Bases, Freighters, Fighters, Mines, Satellites, Troops, Drones, and Weapons Platforms. Ability to completely design and customize all of your vehicles. Large Galaxy: 100 solar systems with 15 planets each. Huge Technology Tree: Thousands of tech levels with hundreds of components and facilities. Completely customizable game graphics: Create your own planets, stars, vehicles, etc. Completely customizable AI players: Create your own AI players with unique traits, styles, and speech. 14 unique races to play or customize (or just create your own!) Randomly generated map for every game (or load an existing map). Complete game customization allowed by players (""mods"").","Space Empires V is the latest edition in the Space Empires series. This new chapter completely updates the UI and takes the player into a real-time rendered 3D universe. Watch space battles played out in glorious detail and realistic effects. Expand, Explore, Exploit, and Exterminate in a huge living breathing galaxy.","Space Empires V is the latest edition in the Space Empires series. This new chapter completely updates the UI and takes the player into a real-time rendered 3D universe. Watch space battles played out in glorious detail and realistic effects. Expand, Explore, Exploit, and Exterminate in a huge living breathing galaxy. New features abound with political alliances between multiple empires, a top-down ship design system, a hexagonal movement grid, and many more. Due to player demand, the game is completely 'moddable' and even adds a scriptable AI system to the mix. Space Empires V boldly takes the next step in the genre of space strategy 24 bit 3D real-time rendered graphics. Detailed Tactical Combat (and a combat simulator to test your designs!). New vehicle types and sizes: Ships, Bases, Freighters, Fighters, Mines, Satellites, Troops, Drones, and Weapons Platforms. Ability to completely design and customize all of your vehicles. Large Galaxy: 100 solar systems with 15 planets each. Huge Technology Tree: Thousands of tech levels with hundreds of components and facilities. Completely customizable game graphics: Create your own planets, stars, vehicles, etc. Completely customizable AI players: Create your own AI players with unique traits, styles, and speech. 14 unique races to play or customize (or just create your own!) Randomly generated map for every game (or load an existing map). Complete game customization allowed by players (""mods"").",0,0,422,True,False,False,68,https://www.metacritic.com/game/pc/space-empires-v?ftag=MCD-06-10aaa1f,http://strategyfirst.com/products/support.html,,English,,Malfador Machinations,Strategy First,"2, 1, 62","Single-player, Multi-player, Family Sharing",2,Strategy
1700,Arx Fatalis,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1700/header.jpg?t=1781905024,http://www.arxfatalis-online.com/index_eng.php,2007-04-03,False,4.99,EUR,"Journey to the World Of ArxExplore A Fantasy WorldThis critically acclaimed first-person RPG from Arkane Studios takes the player on an amazing journey into the fantasy world of Arx. Arx is wrought with turmoil, brought to the brink of destruction by a violent war. The sun has disappeared from overhead to shroud the world in eternal darkness, forcing communities to begin inhabiting underground mines. But as food and drink becomes scarce, the wars become even more violent as each race – from trolls, goblins, and rat-men, to humans – struggle for survival. Now, evil has arisen in this sunless world in the form of the God of Destruction, Akbaa. It’s up to you to defeat Akbaa and save Arx from his reign of terror. You must use bravery and cunning to uncover the long hidden secret of Arx. As your epic quest unfolds you will explore ancient temples, bustling cities and abandoned mines; unearth legendary artifacts and face terrifying foes.Build Your ChampionYou will become the hero of an underground world. Create a customizable character and allocate skill points in categories such as spellcasting, weapons, armor, and stealth to build your champion.Wield Powerful MagicTake out enemy creatures with an innovative casting system featuring 50 powerful spells. Using the mouse, draw runes in mid-air and combine gestures to unleash powerful magical abilities.Forge Your Own Path Through An Immersive WorldArx Fatalis mixes intelligent storytelling with nonlinear gameplay and challenging puzzles, and every choice you make in the game could have drastic impacts on the world. In true Arkane fashion, the game allows you choose your own playstyle and path, with several different possible endings awaiting you based on your decisions.","This critically acclaimed first-person RPG from Arkane Studios takes the player on an amazing journey into the fantasy world of Arx. Arx is wrought with turmoil, brought to the brink of destruction by a violent war.","Journey to the World Of ArxExplore A Fantasy WorldThis critically acclaimed first-person RPG from Arkane Studios takes the player on an amazing journey into the fantasy world of Arx. Arx is wrought with turmoil, brought to the brink of destruction by a violent war. The sun has disappeared from overhead to shroud the world in eternal darkness, forcing communities to begin inhabiting underground mines. But as food and drink becomes scarce, the wars become even more violent as each race – from trolls, goblins, and rat-men, to humans – struggle for survival. Now, evil has arisen in this sunless world in the form of the God of Destruction, Akbaa. It’s up to you to defeat Akbaa and save Arx from his reign of terror. You must use bravery and cunning to uncover the long hidden secret of Arx. As your epic quest unfolds you will explore ancient temples, bustling cities and abandoned mines; unearth legendary artifacts and face terrifying foes.Build Your ChampionYou will become the hero of an underground world. Create a customizable character and allocate skill points in categories such as spellcasting, weapons, armor, and stealth to build your champion.Wield Powerful MagicTake out enemy creatures with an innovative casting system featuring 50 powerful spells. Using the mouse, draw runes in mid-air and combine gestures to unleash powerful magical abilities.Forge Your Own Path Through An Immersive WorldArx Fatalis mixes intelligent storytelling with nonlinear gameplay and challenging puzzles, and every choice you make in the game could have drastic impacts on the world. In true Arkane fashion, the game allows you choose your own playstyle and path, with several different possible endings awaiting you based on your decisions.",0,0,2432,True,False,False,77,https://www.metacritic.com/game/pc/arx-fatalis?ftag=MCD-06-10aaa1f,,,"English, French, German, Italian, Spanish - Spain, Russian",,Arkane Studios,Bethesda Softworks,"2, 62","Single-player, Family Sharing",3,RPG
