appid,name,header_image,website,release_date,is_free,price,currency,about_the_game,short_description,detailed_description,dlc_count,achievements,recommendations,windows,mac,linux,metacritic_score,metacritic_url,support_url,support_email,interface_languages,audio_languages,developers,publishers,category_ids,category_descriptions,genre_ids,genre_descriptions
2590,Alpha Prime,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2590/header.jpg?t=1748433916,http://www.alpha-prime.com/,2007-11-07,False,3.99,EUR,"Somewhere in deep space, at an apparently abandoned mining base on the asteriod Alpha Prime, something has gone terribly wrong. Miners were warned that the hubbardium they were mining was too dangerous, but the lure of unimaginable wealth was too strong. Now, something has happened to them and it's up to you to save them and face an unknown threat. Equipped with a surplus of advanced weapons and devices--including a variety of robots and manipulators, surveillance cameras and security systems that can be hacked, controlled and used to complete your task--your mission is simple: Get in, get 'em, and get out! 10 levels of fast-paced, unrelenting action including mining station, spaceship hangar, magnetic railway or asteroid surface Non-playable characters aid you in your mission to save the miners and get off the asteroid Countless enemies including Special Forces soldiers, robots and deranged miners 8 futuristic weapons including pistols, shotguns, machine guns, grenades… Vehicles can be used to move to different locations quickly Hack into devices including robots, surveillance cameras, security systems, doors, etc. Bullet time allows players to temporarily slow down the action and get the upper hand Compatible with Matrox TripleHead2Go™, enabling gamers to connect 3 screens","Somewhere in deep space, at an apparently abandoned mining base on the asteriod Alpha Prime, something has gone terribly wrong. Miners were warned that the hubbardium they were mining was too dangerous, but the lure of unimaginable wealth was too strong.","Somewhere in deep space, at an apparently abandoned mining base on the asteriod Alpha Prime, something has gone terribly wrong. Miners were warned that the hubbardium they were mining was too dangerous, but the lure of unimaginable wealth was too strong. Now, something has happened to them and it's up to you to save them and face an unknown threat. Equipped with a surplus of advanced weapons and devices--including a variety of robots and manipulators, surveillance cameras and security systems that can be hacked, controlled and used to complete your task--your mission is simple: Get in, get 'em, and get out! 10 levels of fast-paced, unrelenting action including mining station, spaceship hangar, magnetic railway or asteroid surface Non-playable characters aid you in your mission to save the miners and get off the asteroid Countless enemies including Special Forces soldiers, robots and deranged miners 8 futuristic weapons including pistols, shotguns, machine guns, grenades… Vehicles can be used to move to different locations quickly Hack into devices including robots, surveillance cameras, security systems, doors, etc. Bullet time allows players to temporarily slow down the action and get the upper hand Compatible with Matrox TripleHead2Go™, enabling gamers to connect 3 screens",0,0,849,True,False,False,59,https://www.metacritic.com/game/pc/alpha-prime?ftag=MCD-06-10aaa1f,http://www.meridian4.com/support,support@bohemia.net,English,,Black Element,Bohemia Interactive,"2, 62","Single-player, Family Sharing",1,Action
2600,Vampire: The Masquerade - Bloodlines,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2600/header.jpg?t=1604376441,http://www.vampirebloodlines.com,2007-03-22,False,19.99,EUR,"Vampire®: The Masquerade-Bloodlines™ delivers a new type of RPG experience-one that blends all the core elements of a traditional RPG with the graphical richness, immediacy and brutal combat of a first-person action game. The game plunges players into the dark and gritty vampire underworld of modern-day L.A. as a creature of the night. Players will develop their character's powers, interact with other characters and embark on story-driven quests as they battle mortals and other vampires with an incredible array of vampire powers and weapons. Powered by Valve's Source Technology, the game is based on White Wolf's popular Vampire: The Masquerade pen-and-paper RPG series and its official clans.","Vampire®: The Masquerade-Bloodlines™ delivers a new type of RPG experience-one that blends all the core elements of a traditional RPG with the graphical richness, immediacy and brutal combat of a first-person action game. The game plunges players into the dark and gritty vampire underworld of modern-day L.A. as a creature of the night.","Vampire®: The Masquerade-Bloodlines™ delivers a new type of RPG experience-one that blends all the core elements of a traditional RPG with the graphical richness, immediacy and brutal combat of a first-person action game. The game plunges players into the dark and gritty vampire underworld of modern-day L.A. as a creature of the night. Players will develop their character's powers, interact with other characters and embark on story-driven quests as they battle mortals and other vampires with an incredible array of vampire powers and weapons. Powered by Valve's Source Technology, the game is based on White Wolf's popular Vampire: The Masquerade pen-and-paper RPG series and its official clans.",0,0,13853,True,False,False,80,https://www.metacritic.com/game/pc/vampire-the-masquerade---bloodlines?ftag=MCD-06-10aaa1f,http://support.activision.com/,,"English, French, German",,Troika Games,Activision,"2, 62","Single-player, Family Sharing",1,Action
2610,GUN™,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2610/header.jpg?t=1499877030,,2006-10-13,False,14.99,EUR,"When life robs Colton White of all that matters, the only thing left he can trust is his GUN. From award-winning developer, Neversoft, and accomplished screenwriter, Randall Jahnson (The Mask of Zorro, The Doors), GUN follows Colton on his quest for discovery as he seeks to exact vengeful justice on those who have wronged him. GUN is a realistic epic action/adventure that lets gamers experience the brutality of the lawless West. New and savage ways to punish: Stealthily sneak up and attack your enemies, use them as cover, stab and shoot them. Blast away and watch the aftermath, shoot guns out of enemy hands, or destroy with dynamite. Extensive variety of missions and game play: Wage war on horseback, commandeer trains, protect prostitutes, collect bounties, play poker, hunt buffalo, and more. Multiple game play styles include: precision shooting, stealth tactics, and use of explosives. Embark on numerous side missions that allow you to master gun slinging and horse riding. Unlock secret weapons and upgrade your skills and abilities to improve your weapon and equipment performance. Brutal realism: Act as a gunslinger protecting righteousness, or seek retribution as you face corrupt lawmen, warring tribes, cold-blooded outlaws, and ruthless renegades. Encounter legendary gunfighters such as JJ Webb. Employ a multitude of authentic weapons including: Six shooters, shotguns, Gatling guns, flaming arrows, hatchets, dynamite, and more. Expansive interactive world: Play an extensive variety of exciting missions as you journey west across the new frontier. Ride on horseback through the scenic, yet dangerous Western terrain of canyons, mountains, plains, forests, gold mines and towns.© 2006 Activision Publishing, Inc. Activision is a registered trademark and GUN is a trademark of Activision Publishing, Inc. All rights reserved. All other trademarks and trade names are the properties of their respective owners.","When life robs Colton White of all that matters, the only thing left he can trust is his GUN. From award-winning developer, Neversoft, and accomplished screenwriter, Randall Jahnson (The Mask of Zorro, The Doors), GUN follows Colton on his quest for discovery as he seeks to exact vengeful justice on those who have wronged him.","When life robs Colton White of all that matters, the only thing left he can trust is his GUN. From award-winning developer, Neversoft, and accomplished screenwriter, Randall Jahnson (The Mask of Zorro, The Doors), GUN follows Colton on his quest for discovery as he seeks to exact vengeful justice on those who have wronged him. GUN is a realistic epic action/adventure that lets gamers experience the brutality of the lawless West. New and savage ways to punish: Stealthily sneak up and attack your enemies, use them as cover, stab and shoot them. Blast away and watch the aftermath, shoot guns out of enemy hands, or destroy with dynamite. Extensive variety of missions and game play: Wage war on horseback, commandeer trains, protect prostitutes, collect bounties, play poker, hunt buffalo, and more. Multiple game play styles include: precision shooting, stealth tactics, and use of explosives. Embark on numerous side missions that allow you to master gun slinging and horse riding. Unlock secret weapons and upgrade your skills and abilities to improve your weapon and equipment performance. Brutal realism: Act as a gunslinger protecting righteousness, or seek retribution as you face corrupt lawmen, warring tribes, cold-blooded outlaws, and ruthless renegades. Encounter legendary gunfighters such as JJ Webb. Employ a multitude of authentic weapons including: Six shooters, shotguns, Gatling guns, flaming arrows, hatchets, dynamite, and more. Expansive interactive world: Play an extensive variety of exciting missions as you journey west across the new frontier. Ride on horseback through the scenic, yet dangerous Western terrain of canyons, mountains, plains, forests, gold mines and towns.© 2006 Activision Publishing, Inc. Activision is a registered trademark and GUN is a trademark of Activision Publishing, Inc. All rights reserved. All other trademarks and trade names are the properties of their respective owners.",0,0,2091,True,False,False,76,https://www.metacritic.com/game/pc/gun?ftag=MCD-06-10aaa1f,,,English,,Neversoft,Activision,"2, 62","Single-player, Family Sharing",1,Action
2620,Call of Duty® (2003),https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2620/header.jpg?t=1731699308,http://www.callofduty.com/,2006-10-13,False,19.99,EUR,"Call of Duty® delivers the gritty realism and cinematic intensity of World War II's epic battlefield moments like never before - through the eyes of citizen soldiers and unsung heroes from an alliance of countries who together helped shape the course of modern history.Play through the chaos of battle as part of a well-trained squad, that lays down covering fire and pulls its wounded to safety. In addition to authentic squad movements and tactics, each soldier's distinct personality and training comes out on the battlefield.No one soldier or nation single-handedly won the war. For the first time, Call of Duty® captures the war from multiple perspectives, through the eyes of American, British and Russian soldiers. Battle through 24 missions spanning 4 interconnected historical campaigns. Take on mission objectives ranging from sabotage and all-out assault to stealth, vehicle combat and rescue. Authentic weapons, locations, vehicles and sounds of war all contribute to the realism, immersing you in the most intense World War II experience yet.",Call of Duty® delivers the gritty realism and cinematic intensity of World War II's epic battlefield moments like never before.,"Call of Duty® delivers the gritty realism and cinematic intensity of World War II's epic battlefield moments like never before - through the eyes of citizen soldiers and unsung heroes from an alliance of countries who together helped shape the course of modern history.Play through the chaos of battle as part of a well-trained squad, that lays down covering fire and pulls its wounded to safety. In addition to authentic squad movements and tactics, each soldier's distinct personality and training comes out on the battlefield.No one soldier or nation single-handedly won the war. For the first time, Call of Duty® captures the war from multiple perspectives, through the eyes of American, British and Russian soldiers. Battle through 24 missions spanning 4 interconnected historical campaigns. Take on mission objectives ranging from sabotage and all-out assault to stealth, vehicle combat and rescue. Authentic weapons, locations, vehicles and sounds of war all contribute to the realism, immersing you in the most intense World War II experience yet.",0,0,7290,True,False,False,91,https://www.metacritic.com/game/pc/call-of-duty?ftag=MCD-06-10aaa1f,http://support.activision.com/,,"English, German",,Infinity Ward,Activision,"2, 1, 62","Single-player, Multi-player, Family Sharing",1,Action
2630,Call of Duty® 2,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2630/header.jpg?t=1780962161,http://www.callofduty.com/,2006-10-13,False,19.99,EUR,"Call of Duty® 2 redefines the cinematic intensity and chaos of battle as seen through the eyes of ordinary soldiers fighting together in epic WWII conflicts. The sequel to 2003's Call of Duty, winner of over 80 Game of the Year awards, Call of Duty 2 offers more immense, more intense, more realistic battles than ever before, thanks to the stunning visuals of the new COD™2 engine. The #1 WWII shooter development team returns with an amazing new experience: Developed by Infinity Ward, creators of the award-winning Call of Duty. All-new, unprecedented enhancements from stunningly realistic graphics to seamless gameplay, thanks to the revolutionary COD2 engine, groundbreaking AI, and choice-based gameplay innovations. Beautifully rendered snow, rain, fog, and smoke, combined with dynamic lighting and shadows, make this the most intense WWII shooter yet. New conflicts and enemies to face: Call of Duty 2 brings you bigger battles, with more tanks, troops, and explosions on-screen, and bigger scope, with a wide range of locales and environments across the European Theater. Fight ""The Desert Fox"" across the scorching sands of North Africa as wave upon wave of tanks clash in the desert. Use rocket-propelled grappling hooks alongside your Army Ranger squad to storm and scale the cliffs of Pointe du Hoc against a relentless German counterassault, and slog through urban chaos as a tank hunter in war-torn Russia. Rely on your squad as never before: The dozens of Allied soldiers surrounding you are fully aware of the changing situations around them, and will let you know using an all-new, context-sensitive battle chatter system. They will draw enemy fire, lay down cover for you, use foxholes and moving tanks for cover, and warn you of incoming enemy troops and hostile fire. Choice-based gameplay: Play through missions in the order you see fit. Will you decide to play first as a sniper or as a tank commander? It's your call. Open-ended battlefields allow you to individualize your tactics and choose the order in which you complete your objectives. Multiplayer Mayhem: Go online for intense Axis vs. Allies team-based multiplayer action, building on the hugely popular Call of Duty multiplayer modes.","Call of Duty® 2 redefines the cinematic intensity and chaos of battle as seen through the eyes of ordinary soldiers fighting together in epic WWII conflicts. The sequel to 2003's Call of Duty, winner of over 80 Game of the Year awards, Call of Duty 2 offers more immense, more intense, more realistic battles than ever before, thanks to...","Call of Duty® 2 redefines the cinematic intensity and chaos of battle as seen through the eyes of ordinary soldiers fighting together in epic WWII conflicts. The sequel to 2003's Call of Duty, winner of over 80 Game of the Year awards, Call of Duty 2 offers more immense, more intense, more realistic battles than ever before, thanks to the stunning visuals of the new COD™2 engine. The #1 WWII shooter development team returns with an amazing new experience: Developed by Infinity Ward, creators of the award-winning Call of Duty. All-new, unprecedented enhancements from stunningly realistic graphics to seamless gameplay, thanks to the revolutionary COD2 engine, groundbreaking AI, and choice-based gameplay innovations. Beautifully rendered snow, rain, fog, and smoke, combined with dynamic lighting and shadows, make this the most intense WWII shooter yet. New conflicts and enemies to face: Call of Duty 2 brings you bigger battles, with more tanks, troops, and explosions on-screen, and bigger scope, with a wide range of locales and environments across the European Theater. Fight ""The Desert Fox"" across the scorching sands of North Africa as wave upon wave of tanks clash in the desert. Use rocket-propelled grappling hooks alongside your Army Ranger squad to storm and scale the cliffs of Pointe du Hoc against a relentless German counterassault, and slog through urban chaos as a tank hunter in war-torn Russia. Rely on your squad as never before: The dozens of Allied soldiers surrounding you are fully aware of the changing situations around them, and will let you know using an all-new, context-sensitive battle chatter system. They will draw enemy fire, lay down cover for you, use foxholes and moving tanks for cover, and warn you of incoming enemy troops and hostile fire. Choice-based gameplay: Play through missions in the order you see fit. Will you decide to play first as a sniper or as a tank commander? It's your call. Open-ended battlefields allow you to individualize your tactics and choose the order in which you complete your objectives. Multiplayer Mayhem: Go online for intense Axis vs. Allies team-based multiplayer action, building on the hugely popular Call of Duty multiplayer modes.",0,0,9135,True,True,False,86,https://www.metacritic.com/game/pc/call-of-duty-2?ftag=MCD-06-10aaa1f,https://support.activision.com/,,"English, French, German, Italian, Spanish - Spain",,Infinity Ward,Activision,"2, 1, 62","Single-player, Multi-player, Family Sharing",1,Action
2640,Call of Duty: United Offensive,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2640/header.jpg?t=1780962034,http://www.callofduty.com/,2006-10-13,False,19.99,EUR,"Award-winning developer Gray Matter Interactive follows up on the success of Infinity Ward's Call of Duty™ - winner of over 80 Game of the Year and 50 Editors' Choice awards worldwide - with Call of Duty™: United Offensive™. Take the role of American, British, and Russian soldiers in some of the most climactic battles of World War II, including the Battle of the Bulge, the invasion of Sicily, and the Battle of Kursk. Fight in tanks, jeeps, motorcycles, even a bomber. Work with your squad through snow and rain, using new weapons including flamethrowers and deployable machine guns, or by calling in artillery strikes. 13 All-New Single Player missions spanning three campaigns. 11 exciting new Multiplayer maps and 3 new multiplayer modes including Domination, Capture the Flag, and Base Assault. © 2006 Activision Publishing, Inc. Activision and Call of Duty are registered trademarks of Activision Publishing, Inc. All rights reserved. All other trademarks and trade names are the properties of their respective owners.",Award-winning developer Gray Matter Interactive follows up on the success of Infinity Ward's Call of Duty™ - winner of over 80 Game of the Year and 50 Editors' Choice awards worldwide - with Call of Duty™: United Offensive™.,"Award-winning developer Gray Matter Interactive follows up on the success of Infinity Ward's Call of Duty™ - winner of over 80 Game of the Year and 50 Editors' Choice awards worldwide - with Call of Duty™: United Offensive™. Take the role of American, British, and Russian soldiers in some of the most climactic battles of World War II, including the Battle of the Bulge, the invasion of Sicily, and the Battle of Kursk. Fight in tanks, jeeps, motorcycles, even a bomber. Work with your squad through snow and rain, using new weapons including flamethrowers and deployable machine guns, or by calling in artillery strikes. 13 All-New Single Player missions spanning three campaigns. 11 exciting new Multiplayer maps and 3 new multiplayer modes including Domination, Capture the Flag, and Base Assault. © 2006 Activision Publishing, Inc. Activision and Call of Duty are registered trademarks of Activision Publishing, Inc. All rights reserved. All other trademarks and trade names are the properties of their respective owners.",0,0,2255,True,False,False,87,https://www.metacritic.com/game/pc/call-of-duty-united-offensive?ftag=MCD-06-10aaa1f,http://support.activision.com/,,"English, French, Italian",,Gray Matter Studios,Activision,"2, 1, 62","Single-player, Multi-player, Family Sharing",1,Action
2700,RollerCoaster Tycoon® 3: Platinum,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2700/header.jpg?t=1733161073,https://www.frontier.co.uk/our-games/our-gameography/#rollercoastertycoon3,2008-03-12,False,0.0,,"Rollercoaster Tycoon 3 Platinum combines the excitement of rollercoasters with the fun of great strategy sim. RCT3 Platinum combines the roller coaster theme park fun of the Roller Coaster Tycoon 3 with included expansion packs Soaked! and Wild! Now enjoy more options than ever. Build your own water slide or create your own safari with real animals. Watch guest reactions to your ultimate theme park!Grab a front seat for the ride of your life with the jaw-dropping Coaster Cam.See every detail in stunning 3D with fully controllable park cameras.Cope with changing weather patterns and enjoy beautiful vistas, sunsets, moonlight, and more.Experience the latest extreme coasters and heart-pumping rides! Live Every spine tingling detail in stunning 3-D with fully controllable cameras.Spice up any backgrounds, rides, fireworks display and laser light shows with your own music.Create your own park guests and groups with the Peep Designer and experience their reactions to the rides you build! Soak them and watch their reactions! Send them on wild safari and let them pet the animals!Create savage encounters and thrilling safaris! Conquer 12 Wild! Scenarios and experience cool jungle and prehistoric design themes.Play through dozens of scenarios in three difficulty modes or build without limits in Sandbox mode.Create pyrotechnic wonders and laser light shows with the RollerCoaster Tycoon® 3 MixMaster.",Rollercoaster Tycoon 3 Platinum combines the excitement of rollercoasters with the fun of a great strategy simulation. RCT3 Platinum combines the roller coaster theme park fun of the Roller Coaster Tycoon 3 with included expansion packs Soaked! and Wild! Now enjoy more options than ever.,"Rollercoaster Tycoon 3 Platinum combines the excitement of rollercoasters with the fun of great strategy sim. RCT3 Platinum combines the roller coaster theme park fun of the Roller Coaster Tycoon 3 with included expansion packs Soaked! and Wild! Now enjoy more options than ever. Build your own water slide or create your own safari with real animals. Watch guest reactions to your ultimate theme park!Grab a front seat for the ride of your life with the jaw-dropping Coaster Cam.See every detail in stunning 3D with fully controllable park cameras.Cope with changing weather patterns and enjoy beautiful vistas, sunsets, moonlight, and more.Experience the latest extreme coasters and heart-pumping rides! Live Every spine tingling detail in stunning 3-D with fully controllable cameras.Spice up any backgrounds, rides, fireworks display and laser light shows with your own music.Create your own park guests and groups with the Peep Designer and experience their reactions to the rides you build! Soak them and watch their reactions! Send them on wild safari and let them pet the animals!Create savage encounters and thrilling safaris! Conquer 12 Wild! Scenarios and experience cool jungle and prehistoric design themes.Play through dozens of scenarios in three difficulty modes or build without limits in Sandbox mode.Create pyrotechnic wonders and laser light shows with the RollerCoaster Tycoon® 3 MixMaster.",0,0,4150,True,False,False,81,https://www.metacritic.com/game/pc/rollercoaster-tycoon-3?ftag=MCD-06-10aaa1f,,,"English, French, Italian, German, Spanish - Spain, Danish, Dutch, Finnish, Norwegian, Swedish",,"Frontier, Aspyr (Mac)","Frontier, Aspyr (Mac)","2, 62","Single-player, Family Sharing","28, 2","Simulation, Strategy"
2710,Act of War: Direct Action,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2710/header.jpg?t=1727869627,,2008-03-12,False,2.99,EUR,"Tomorrow's War Is NOW Ripped from today's headlines, Act of War: Direct Action™ is a frightening tale of suspense, international intrigue and geopolitical military conflict. This real-time strategy experience puts you squarely in control of counterterrorist forces and delivers a first look at tomorrow's war. The Situation: A crippling energy crisis. Terrorist attacks. Massive strikes. Global instability. The Enemy: A shadowy Consortium of back-room conspirators determined to throw the world into utter chaos using widespread terror tactics. The Heroes: A new ""direct action"" operation known as Task Force TALON to counter massive military assaults, rescue hostages, conduct classified spy missions, take prisoners and stop an unpredictable enemy bent on toppling the world's governments. Command ultra-realistic modern military units Power-packed combination of high-end cinema, video effects and live action Intense multiplayer operations for up to eight players Real urban combat, including POW captures and landscape destruction Gripping storyline by NY Times bestselling author, Dale Brown","Tomorrow's War Is NOW Ripped from today's headlines, Act of War: Direct Action™ is a frightening tale of suspense, international intrigue and geopolitical military conflict. This real-time strategy experience puts you squarely in control of counterterrorist forces and delivers a first look at tomorrow's war.","Tomorrow's War Is NOW Ripped from today's headlines, Act of War: Direct Action™ is a frightening tale of suspense, international intrigue and geopolitical military conflict. This real-time strategy experience puts you squarely in control of counterterrorist forces and delivers a first look at tomorrow's war. The Situation: A crippling energy crisis. Terrorist attacks. Massive strikes. Global instability. The Enemy: A shadowy Consortium of back-room conspirators determined to throw the world into utter chaos using widespread terror tactics. The Heroes: A new ""direct action"" operation known as Task Force TALON to counter massive military assaults, rescue hostages, conduct classified spy missions, take prisoners and stop an unpredictable enemy bent on toppling the world's governments. Command ultra-realistic modern military units Power-packed combination of high-end cinema, video effects and live action Intense multiplayer operations for up to eight players Real urban combat, including POW captures and landscape destruction Gripping storyline by NY Times bestselling author, Dale Brown",0,0,569,True,False,False,82,https://www.metacritic.com/game/pc/act-of-war-direct-action?ftag=MCD-06-10aaa1f,,support@quanticlab.com,English,,Eugen Systems,THQ Nordic,"2, 1, 62","Single-player, Multi-player, Family Sharing",1,Action
2720,ThreadSpace: Hyperbol,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2720/header.jpg?t=1635471605,http://www.Hyperbol.com,2007-07-12,False,4.99,EUR,"ThreadSpace: Hyperbol is an action-strategy game set in the distant future. Players battle each other on roads in space as they pilot massive ships capable of firing a wide variety of weapons. Create defenses, coordinate with your team, and launch an assault against your opponents to achieve victory! Countless strategies: Over 30 unique projectiles are at your disposal to attack the enemy, fortify your defenses, and assist your allies. Tactical team play: Coordinate with a team of players to defeat your opponents where every player can have unique strengths and weaknesses. Up to 16 players online. Customizable ships: Acquire ships to control and customize their design by selecting different parts and colors. Customize the way your ship behaves by installing new components that alter its attributes. Persistent universe: Play as a character you create that can gain levels and credits. Purchase new ships and components with the credits you earn to truly distinguish your character in the universe. Online ladder system: Compete against other players online and see who the best pilots are. Earn rewards for being on top. Awards: Demonstrate your skill by earning in-game awards like ""Bounty Hunter"" and ""Combat Mastery"". Voice communication: Talk to your team to plan your attacks and coordinate your abilities. Create custom maps: Make your own maps with the Map Editor to play them online and with your friends.","ThreadSpace: Hyperbol is an action-strategy game set in the distant future. Players battle each other on roads in space as they pilot massive ships capable of firing a wide variety of weapons. Create defenses, coordinate with your team, and launch an assault against your opponents to achieve victory!","ThreadSpace: Hyperbol is an action-strategy game set in the distant future. Players battle each other on roads in space as they pilot massive ships capable of firing a wide variety of weapons. Create defenses, coordinate with your team, and launch an assault against your opponents to achieve victory! Countless strategies: Over 30 unique projectiles are at your disposal to attack the enemy, fortify your defenses, and assist your allies. Tactical team play: Coordinate with a team of players to defeat your opponents where every player can have unique strengths and weaknesses. Up to 16 players online. Customizable ships: Acquire ships to control and customize their design by selecting different parts and colors. Customize the way your ship behaves by installing new components that alter its attributes. Persistent universe: Play as a character you create that can gain levels and credits. Purchase new ships and components with the credits you earn to truly distinguish your character in the universe. Online ladder system: Compete against other players online and see who the best pilots are. Earn rewards for being on top. Awards: Demonstrate your skill by earning in-game awards like ""Bounty Hunter"" and ""Combat Mastery"". Voice communication: Talk to your team to plan your attacks and coordinate your abilities. Create custom maps: Make your own maps with the Map Editor to play them online and with your friends.",0,0,0,True,False,False,,,http://www.hyperbol.com,,English,,Iocaine Studios,,"1, 49, 36, 47, 9, 38, 48, 17, 62","Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Includes level editor, Family Sharing","1, 23, 2","Action, Indie, Strategy"
2800,X2: The Threat,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2800/header.jpg?t=1762271718,http://www.egosoft.com/games/x2/info_en.php,2006-07-21,False,4.99,EUR,"X²: The Threat is of a new generation of space simulator games, you play the role of Julian Gardna who continues the story set by X: Beyond The Frontier. The updated graphics engine gives the universe a fresher feel with newly designed ships and stations adding to the complexity of the universe. Explore: You can explore over 130 beautifully designed sectors occupied by nebulas that affect your ships and stations, asteroids you can mine for materials you can later sell on for profit. New Ships: Explore in over 60 ships of varying sizes from scout class ships to the much larger carrier class battleships. New Upgrades: Upgrade your ships systems with many more upgrades, and download new upgrades that make use of the new scripting engine designed specially for X². New Weapons: Add new weapons to your ship including the Ion Disruptor and Mass Driver, but also build factories that will develop these weapons and sell them to make a profit, expanding your own empire among the universe. New Missions: Take part in missions offered to you on each stations bulletin board, make money by defending convoys and destroy incoming Xenon fleets intent on destroying everything in their path.But above all else, help to defend the universe from the Khaak, before they kill everyone and everything they come across.","X²: The Threat is of a new generation of space simulator games, you play the role of Julian Gardna who continues the story set by X: Beyond The Frontier. The updated graphics engine gives the universe a fresher feel with newly designed ships and stations adding to the complexity of the universe.","X²: The Threat is of a new generation of space simulator games, you play the role of Julian Gardna who continues the story set by X: Beyond The Frontier. The updated graphics engine gives the universe a fresher feel with newly designed ships and stations adding to the complexity of the universe. Explore: You can explore over 130 beautifully designed sectors occupied by nebulas that affect your ships and stations, asteroids you can mine for materials you can later sell on for profit. New Ships: Explore in over 60 ships of varying sizes from scout class ships to the much larger carrier class battleships. New Upgrades: Upgrade your ships systems with many more upgrades, and download new upgrades that make use of the new scripting engine designed specially for X². New Weapons: Add new weapons to your ship including the Ion Disruptor and Mass Driver, but also build factories that will develop these weapons and sell them to make a profit, expanding your own empire among the universe. New Missions: Take part in missions offered to you on each stations bulletin board, make money by defending convoys and destroy incoming Xenon fleets intent on destroying everything in their path.But above all else, help to defend the universe from the Khaak, before they kill everyone and everything they come across.",0,0,440,True,False,False,72,https://www.metacritic.com/game/pc/x2-the-threat?ftag=MCD-06-10aaa1f,http://www.egosoft.com/support/faq/index_en.php,support@egosoft.com,"English, French, German, Italian, Spanish - Spain, Czech, Polish, Russian","English, German, Spanish - Spain, Russian",Egosoft,Egosoft,"2, 13, 23, 62","Single-player, Captions available, Steam Cloud, Family Sharing",2,Strategy
2810,X3: Reunion,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2810/header.jpg?t=1762272013,http://www.egosoft.com/games/x3/info_en.php,2006-07-21,False,9.99,EUR,"The Sequel to the award winning X²: The Threat introduces a new 3D engine as well as a new story, new ships and a new gameplay to greatly increase the variety in the X-universe. The economy of X³: Reunion is more complex than anything seen in the X-universe before. Factories are being built by NPCs, wars can affect the global economy, NPCs can trade freely and pirates behave far more realistically.The Technology: Extensive development has gone into the X³ engine, making full use of DirectX 9 technology, to create dramatic visual effects and stunningly realistic starships. Coupled with the massively enhanced A.L. (Artificial Life) system, X³: Reunion presents players with an ever changing, evolving universe; where a player's actions really can shape the future of the universe.The new X³ 2.0: Bala Gi Research Missions: The X³ 2.0: Bala Gi Research Missions offers a host of new features and missions, allowing the player to delve deeper than ever before into the X universe.Space just got a whole lot bigger with the addition of two new sectors and the introduction of the gargantuan Player HQ which allows many exciting new features including the ability to build your own ships and even give them customized space paint finishes. In addition to the new M7 battleship, there is an assortment of new weapons and onboard ship devices to use and explore.","X3: Reunion continues the epic space saga, blending deep space trading and intense real-time combat. Explore a vast universe, establish your empire, and shape the new frontier. With enhanced graphics and intricate economies, it's a journey of strategy, simulation, and interstellar intrigue.","The Sequel to the award winning X²: The Threat introduces a new 3D engine as well as a new story, new ships and a new gameplay to greatly increase the variety in the X-universe. The economy of X³: Reunion is more complex than anything seen in the X-universe before. Factories are being built by NPCs, wars can affect the global economy, NPCs can trade freely and pirates behave far more realistically.The Technology: Extensive development has gone into the X³ engine, making full use of DirectX 9 technology, to create dramatic visual effects and stunningly realistic starships. Coupled with the massively enhanced A.L. (Artificial Life) system, X³: Reunion presents players with an ever changing, evolving universe; where a player's actions really can shape the future of the universe.The new X³ 2.0: Bala Gi Research Missions: The X³ 2.0: Bala Gi Research Missions offers a host of new features and missions, allowing the player to delve deeper than ever before into the X universe.Space just got a whole lot bigger with the addition of two new sectors and the introduction of the gargantuan Player HQ which allows many exciting new features including the ability to build your own ships and even give them customized space paint finishes. In addition to the new M7 battleship, there is an assortment of new weapons and onboard ship devices to use and explore.",1,0,592,True,True,True,71,https://www.metacritic.com/game/pc/x3-reunion?ftag=MCD-06-10aaa1f,www.egosoft.com,support@egosoft.com,"English, French, German, Spanish - Spain, Italian, Russian, Simplified Chinese, Traditional Chinese, Czech, Polish","English, French, German, Spanish - Spain, Russian, Polish",Egosoft,Egosoft,"2, 13, 23, 62","Single-player, Captions available, Steam Cloud, Family Sharing",2,Strategy
